task,data,model_name,gpu,n_epochs,batch_size,opt_params.lr,opt_params.weight_decay,opt,loss,seq_len,pred_len,model_params.input_dim,model_params.hidden_dim,model_params.kernel_size,model_params.num_layers,model_params.batch_first,model_params.return_all_layers,model_params.C_out,model_params.pred_len,exp_id,train_time,train_loss_epoch,val_loss_epoch,min_val_loss_epoch,min_train_loss_epoch,epoch_min_val_loss_epoch,acc_1_train,acc_6_train,acc_12_train,acc_1_val,acc_6_val,acc_12_val,acc_1_test,acc_6_test,acc_12_test,acc_all_train,acc_all_val,acc_all_test,config_path,auc_1_train,pr_1_train,f1_1_train,auc_6_train,pr_6_train,f1_6_train,auc_12_train,pr_12_train,f1_12_train,auc_all_train,pr_all_train,f1_all_train,auc_1_val,pr_1_val,f1_1_val,auc_6_val,pr_6_val,f1_6_val,auc_12_val,pr_12_val,f1_12_val,auc_all_val,pr_all_val,f1_all_val,auc_1_test,pr_1_test,f1_1_test,auc_6_test,pr_6_test,f1_6_test,auc_12_test,pr_12_test,f1_12_test,auc_all_test,pr_all_test,f1_all_test,r2_1_train,mse_1_train,mae_1_train,rmse_1_train,r2_6_train,mse_6_train,mae_6_train,rmse_6_train,r2_12_train,mse_12_train,mae_12_train,rmse_12_train,r2_all_train,mse_all_train,mae_all_train,rmse_all_train,r2_curve_train,r2_1_val,mse_1_val,mae_1_val,rmse_1_val,r2_6_val,mse_6_val,mae_6_val,rmse_6_val,r2_12_val,mse_12_val,mae_12_val,rmse_12_val,r2_all_val,mse_all_val,mae_all_val,rmse_all_val,r2_curve_val,r2_1_test,mse_1_test,mae_1_test,rmse_1_test,r2_6_test,mse_6_test,mae_6_test,rmse_6_test,r2_12_test,mse_12_test,mae_12_test,rmse_12_test,r2_all_test,mse_all_test,mae_all_test,rmse_all_test,r2_curve_test,model_params.input_shape,model_params.target_shape,model_params.enc_depth,model_params.dec_depth,model_params.num_heads,model_params.enc_cuboid_size,model_params.num_global_vectors,model_params.initial_downsample_scale,aux_feats,model_params.emb_len,model_params.temperature,model_params.use_emb,model_params.dec_kernel_size
multiclass,pdsi_CentralKZ,ConvLSTM,0,30.0,4.0,0.001,1e-05,AdamW,CrossEntropyLoss,16.0,12.0,1.0,24.0,"[(3, 3), (3, 3), (3, 3)]",3.0,True,False,3.0,12.0,39105777902206597116,582.4972157478333,"[1.045164141329852, 0.985299717838114, 0.9416811878030951, 0.9275741051543843, 0.9184101402759552, 0.9204342403195122, 0.9161767266013405, 0.9159102764996615, 0.9047989108345725, 0.9008781324733387, 0.9023398887027394, 0.9017292656681755, 0.8961925154382532, 0.8983375749804757, 0.8934049454602329, 0.8905652127482674, 0.8883402499285611, 0.8865241608836434, 0.8868234975771471, 0.883571629632603, 0.8831895421851765, 0.8869974260980432, 0.8835728244348006, 0.8832876297560606, 0.8835583632642573, 0.8818204083225943, 0.8836552359841087, 0.880244336344979, 0.8820095799186013, 0.8773258799856359]","[1.2092442512512207, 1.1145531790597099, 1.0884804470198495, 0.9854481645992824, 0.9974809544427055, 1.011357503277915, 1.0005075420652116, 1.0172893830708094, 0.963720406804766, 0.9581495864050729, 0.9639300618852887, 0.9802329199654716, 0.9569195764405387, 0.9408067720276969, 0.9484391978808812, 0.9873347197260175, 0.9501772097178868, 0.9624078614371163, 0.9625042847224644, 0.979485537324633, 0.9459808383669172, 0.9962388362203326, 0.9312746609960284, 0.9604930877685547, 0.9356282523700169, 0.9497215492384774, 0.9518719570977348, 0.9607348952974591, 0.9437289834022522, 0.9418595603534153]",0.9312746609960284,0.8773258799856359,23.0,0.8307931423187256,0.5610249638557434,0.5005788803100586,0.835392415523529,0.4547327756881714,0.2691429853439331,0.8221937417984009,0.5250305533409119,0.42196235060691833,0.595332145690918,0.4848916828632355,0.5502874255180359,/home/mkkuznetsov_1/image_editing/temp/skoltech/seq_models/project/_project/models/convlstm/output/39105777902206597116/config.pkl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
binary,pdsi_MadhyaPradesh,ConvLSTM,0,30.0,4.0,0.001,1e-05,AdamW,BCEWithLogitsLoss,16.0,12.0,1.0,24.0,"[(3, 3), (3, 3), (3, 3)]",3.0,True,False,1.0,12.0,46854739566112237688,1410.6527202129364,"[0.6070707733029718, 0.5385593794756107, 0.5104275161887074, 0.5091743943122056, 0.5031236053050101, 0.498599659483712, 0.5026096557980185, 0.49441761677866586, 0.49194662058138633, 0.4923859684316962, 0.4939261874905578, 0.490531682833895, 0.4933705928626361, 0.4894191471037564, 0.4907318687922246, 0.4876516465399716, 0.4874945782326363, 0.4877194915268872, 0.48953937880090764, 0.4847103640571371, 0.4822245118048814, 0.484402205090265, 0.48501032980175707, 0.4837505987904093, 0.48270209536359115, 0.4839031434542424, 0.4817173444741481, 0.48461382104469847, 0.48275005683168637, 0.4844808716763247]","[0.7789532712527684, 0.9379398141588483, 0.7402588554791042, 0.7470291682652065, 0.7033081480434963, 0.8151979787009103, 0.788980747972216, 0.792156526020595, 0.79674574307033, 0.6706393531390599, 0.8304148656981332, 0.6983877505574908, 0.7411626492227826, 0.8327174186706543, 0.7775413138525826, 0.7716013278279986, 0.7276214105742318, 0.7449523976870945, 0.8420847313744682, 0.802123316696712, 0.7949190991265433, 0.8845557485307965, 0.8277902943747384, 0.855955353804997, 0.8448660033089774, 0.839474081993103, 0.7906911373138428, 0.7841714450291225, 0.7765304871967861, 0.7286577480179923]",0.6706393531390599,0.4817173444741481,10.0,,,,,,,,,,,,,/home/mkkuznetsov_1/image_editing/temp/skoltech/seq_models/project/_project/models/convlstm/output/46854739566112237688/config.pkl,0.9626760354543968,0.9445294382129958,0.9086287529533429,0.8059024531379047,0.6879569999984079,0.6951959960545062,0.5806853162292969,0.35649692043600345,0.0,0.8078668269124671,0.7197094583100517,0.6365856014399032,0.9806577516152353,0.9995437924265,0.9783412465905647,0.2715461611191149,0.3009198515212876,0.6092320843424989,0.5391524858933092,0.7286428002358304,0.0,0.6554306820903524,0.8622556189902189,0.7646570512926517,0.9216237136382996,0.8880055162642055,0.8357723866017831,0.5958241747243813,0.5033970682905003,0.5324377572268926,0.669981408777325,0.5249742819635658,0.0,0.7312308205751433,0.6282642735336044,0.466221154781959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multiclass,pdsi_MadhyaPradesh,ConvLSTM,0,30.0,4.0,0.001,1e-05,AdamW,CrossEntropyLoss,16.0,12.0,1.0,24.0,"[(3, 3), (3, 3), (3, 3)]",3.0,True,False,3.0,12.0,60875935390923110008,1570.372294664383,"[1.053900499064643, 0.9737483832213256, 0.9545512161813341, 0.9468014406728315, 0.9386064394100292, 0.9228184035232475, 0.9309763473433417, 0.9227056922139348, 0.9209190252664927, 0.9220448114850499, 0.9193003714621604, 0.9162997952452651, 0.9182251289084151, 0.9114987286361488, 0.9091322797912735, 0.9066377808381846, 0.9087344209353129, 0.9074252473341452, 0.9087402068816863, 0.9068230557012128, 0.904198107955692, 0.9096438653834231, 0.9042361765294462, 0.9002791868673788, 0.9003243167121131, 0.9040510450397525, 0.903709229048308, 0.8993747062511273, 0.8994247150850726, 0.8954536565789232]","[1.1192622355052404, 0.996877133846283, 0.9245643700872149, 1.0905630077634538, 0.9611286010060992, 1.017961391380855, 0.8995490499905178, 0.9702439478465489, 0.9121687838009426, 0.879800728389195, 0.9989384838512966, 0.9317322713988168, 0.9092551895550319, 0.8752794691494533, 0.9234102538653782, 0.9375003491129194, 0.9846817084721157, 0.8780690346445356, 0.8874114751815796, 0.8977178079741341, 0.889570917401995, 0.9168335965701512, 0.9659003189631871, 0.8882287655557904, 0.9351431386811393, 0.9063875164304461, 0.8619260447365897, 0.9707895006452288, 0.9088068434170314, 0.9770235334123883]",0.8619260447365897,0.8954536565789232,27.0,0.8385346531867981,0.5486916303634644,0.4533381462097168,0.8242292404174805,0.6354969143867493,0.5515811443328857,0.8307927846908569,0.5226176977157593,0.3837410509586334,0.5775776505470276,0.6576890349388123,0.5391470193862915,/home/mkkuznetsov_1/image_editing/temp/skoltech/seq_models/project/_project/models/convlstm/output/60875935390923110008/config.pkl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
binary,pdsi_CentralKZ,ConvLSTM,0,30.0,4.0,0.001,1e-05,AdamW,BCEWithLogitsLoss,16.0,12.0,1.0,24.0,"[(3, 3), (3, 3), (3, 3)]",3.0,True,False,1.0,12.0,09028384821004862739,535.6422078609467,"[0.5670709680427205, 0.5385447282682766, 0.5310751730745489, 0.5234531864523888, 0.524995390122587, 0.5197564325549385, 0.5169629489833658, 0.5178198283368891, 0.5150113639506426, 0.5152158067985014, 0.5134241112253882, 0.5115092865445398, 0.5137006702748212, 0.5103209362788634, 0.5102453602985902, 0.5111199015920812, 0.5100213801318949, 0.5096081628040834, 0.508025283163244, 0.5073219033804807, 0.5059481758962978, 0.5058195628903129, 0.5042720932852138, 0.503861484744332, 0.5053620567375964, 0.5041787295178933, 0.5028506035154516, 0.5039399373260411, 0.5056549299846996, 0.5007432756098834]","[0.42077891741480145, 0.4642715666975294, 0.4003943162305014, 0.378572336265019, 0.38603257281439646, 0.38941292677606854, 0.36706061022622244, 0.3539880727018629, 0.3689820681299482, 0.36753642559051514, 0.3616792304175241, 0.38351416162082125, 0.36775517037936617, 0.37478314552988323, 0.3581122841153826, 0.3814198076725006, 0.3502542631966727, 0.3758586858000074, 0.3527275536741529, 0.35429626277514864, 0.33912304043769836, 0.3681647138936179, 0.37804302147456575, 0.35957721301487516, 0.3664650193282536, 0.3482635702405657, 0.3651542493275234, 0.3666189696107592, 0.3723682037421635, 0.3626559248992375]",0.33912304043769836,0.5007432756098834,21.0,,,,,,,,,,,,,/home/mkkuznetsov_1/image_editing/temp/skoltech/seq_models/project/_project/models/convlstm/output/09028384821004862739/config.pkl,0.9384879529283597,0.7985460569776106,0.8331267180509891,0.6822188932075159,0.4398086869780559,0.020571841039419336,0.48748404858309774,0.33930787170846327,0.0,0.746140971847894,0.5595519878494177,0.32750936132803987,0.9861847977958772,0.9255168716382396,0.8485813549507816,0.9591523532207881,0.6760732057169189,0.026012634708286884,0.8462213554628014,0.5928877376528203,0.0,0.9271797761716343,0.7618389089876599,0.5313991285704405,0.8954435788261532,0.7702060326745906,0.7837034268336193,0.747295751697033,0.42732468566011395,0.022360115545094685,0.616885279702305,0.4011429500133403,0.0,0.7533034097909914,0.564755591848462,0.4498956872266946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
binary,pdsi_Missouri,ConvLSTM,0,30.0,4.0,0.001,1e-05,AdamW,BCEWithLogitsLoss,16.0,12.0,1.0,24.0,"[(3, 3), (3, 3), (3, 3)]",3.0,True,False,1.0,12.0,36194942520514348817,796.9614658355713,"[0.560237372512216, 0.5006279593652433, 0.4852720214439942, 0.4856445260413058, 0.477027997643024, 0.47374155030057236, 0.4734372743615159, 0.4718355388791711, 0.4720156231710503, 0.4673538330170485, 0.4656662822843672, 0.464197397097811, 0.46495929776548267, 0.46709763909782376, 0.46397190601439087, 0.4624484310279021, 0.46023071859333964, 0.4596327460026956, 0.4630544710535187, 0.4622094645961985, 0.4590038496094781, 0.459669574960932, 0.4533011522647497, 0.45222496248043337, 0.4565297033604201, 0.4556138510102624, 0.45597159956489597, 0.4552455035684345, 0.4532050766923406, 0.4526899642235524]","[0.5491741469928196, 0.5203915749277387, 0.4924413817269461, 0.4964505306312016, 0.4893691497189658, 0.4812848610537393, 0.4799028379576547, 0.4933628482478006, 0.48018822925431387, 0.4877501428127289, 0.4802042969635555, 0.48122704880578177, 0.47706626994269236, 0.49283852321760996, 0.48845682399613516, 0.4779279700347355, 0.4931417831352779, 0.48029761229242596, 0.4837173989840916, 0.48699172479765757, 0.4746099923338209, 0.4700497473989214, 0.48269628626959665, 0.4871405916554587, 0.47679115193230764, 0.4775840512343815, 0.47370838693210054, 0.4789063675062997, 0.49005386233329773, 0.47771855763026644]",0.4700497473989214,0.45222496248043337,22.0,,,,,,,,,,,,,/home/mkkuznetsov_1/image_editing/temp/skoltech/seq_models/project/_project/models/convlstm/output/36194942520514348817/config.pkl,0.9379886774306536,0.859192253382104,0.8291242740588177,0.7754157296241759,0.48756674872413935,0.4788207608837757,0.7160872997513668,0.464294787108892,0.0,0.7988128882059711,0.5642694901652574,0.5014523226774263,0.9286245636881293,0.7856175238230815,0.8662502692224854,0.5701350027775772,0.45462509108231663,0.34754882423276207,0.575801486345104,0.44984564633971535,0.0,0.6577229028452307,0.46336938537358313,0.44389009529620793,0.7725212172269421,0.5305758052527337,0.6389185818635311,0.6658802076788315,0.35776089294143004,0.19393875893862797,0.6553206213094437,0.44372635669262894,0.0,0.7353901309375108,0.4547969512488522,0.29488205389620264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reg,pdsi_Missouri,ConvLSTM2,0,30.0,4.0,0.001,1e-05,AdamW,MSELoss,16.0,12.0,1.0,24.0,"[(3, 3), (3, 3), (3, 3)]",3.0,True,False,1.0,12.0,77653015989789140091,1558.5724401474,"[0.09179571636759483, 0.08127587271837501, 0.07887499135088276, 0.07778830487314645, 0.07607238558498589, 0.0781509544666823, 0.07944111002458108, 0.07553634873113117, 0.07529506214835623, 0.07512998785655778, 0.07534940292437871, 0.07385718996997352, 0.07321336789912469, 0.07465744374303131, 0.07368997632114736, 0.0730103922185597, 0.07248136579050674, 0.07299341962815405, 0.07323397776565037, 0.07202651254362888, 0.07244561639454988, 0.07240967231022345, 0.07228097541106714, 0.07208815811050905, 0.07179800068607202, 0.07194309987060658, 0.07113992194603155, 0.07099850776160622, 0.0718882794382873, 0.07224468729114747]","[0.05349875294736454, 0.06173555712614741, 0.061567420938185284, 0.05693983073745455, 0.05185738152691296, 0.05624455612684999, 0.055879096633621624, 0.05521808910582747, 0.05542547122708389, 0.051470308165465085, 0.04857422571097102, 0.0547194563384567, 0.052181241501654894, 0.04873233288526535, 0.053122125033821375, 0.048757080520902364, 0.047817500308156013, 0.04691978198076997, 0.05003715359738895, 0.04898492433130741, 0.04984362210546221, 0.049976006017199585, 0.048265722181115835, 0.05554200296423265, 0.049186390957662036, 0.04773206263780594, 0.05792897513934544, 0.05064192680375917, 0.05283888376184872, 0.055378880883966176]",0.04691978198076997,0.07099850776160622,18.0,,,,,,,,,,,,,/home/mkkuznetsov_1/image_editing/temp/skoltech/seq_models/project/_project/models/convlstm/output/77653015989789140091/config.pkl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8702712033051723,1.1642564535140991,0.8120643496513367,1.0790071487426758,0.36147475520268824,5.751224040985107,1.9725565910339355,2.3981709480285645,0.10605905796490178,8.061171531677246,2.4133055210113525,2.8392202854156494,0.39489621159521715,5.442916393280029,1.8705638647079468,2.333005905151367,"[0.8702712033051723, 0.7674492590755184, 0.6366687658513955, 0.5327690327718263, 0.43355521485856774, 0.36147475520268824, 0.2946429912705347, 0.24370942063083978, 0.19782126112477494, 0.16521619189427228, 0.1334908449497395, 0.10605905796490178]",0.7685865073063504,1.0289808511734009,0.7589294910430908,1.0143868923187256,0.09295579496555828,4.277420997619629,1.7285826206207275,2.068192720413208,-0.033597806991912504,4.473346710205078,1.7984187602996826,2.1150288581848145,0.2048212347156042,3.625481128692627,1.5510977506637573,1.9040696620941162,"[0.7685865073063504, 0.5638349871729015, 0.4121065661009331, 0.2793645691501139, 0.1672961790498413, 0.09295579496555828, 0.058554563814113725, 0.033599670157352324, 0.031634703223529015, 0.030963361848786675, 0.007798743549595422, -0.033597806991912504]",0.8857202584405124,1.1468631029129028,0.8072096109390259,1.0709168910980225,0.3938426172660011,5.97534704208374,2.0004944801330566,2.4444522857666016,0.06748131204909602,8.72020435333252,2.5044186115264893,2.9529991149902344,0.41773030655553467,5.688934326171875,1.8934069871902466,2.385148763656616,"[0.8857202584405124, 0.7976598940110817, 0.6793092497328181, 0.5789589426498802, 0.4727765881241137, 0.3938426172660011, 0.32244547747052055, 0.26538312233209305, 0.21209677585115794, 0.1594693393152291, 0.11012236647167917, 0.06748131204909602]",,,,,,,,,,,,,
reg,pdsi_Missouri,ConvLSTM,0,30.0,4.0,0.001,1e-05,AdamW,MSELoss,16.0,12.0,1.0,24.0,"[(3, 3), (3, 3), (3, 3)]",3.0,True,False,1.0,12.0,95372937110979675233,799.6031913757324,"[0.09420633359669565, 0.08110325642534204, 0.08314329459592029, 0.07965972600085242, 0.07742291111666877, 0.07686732716120041, 0.07736394799373171, 0.07589567684241243, 0.07421045794009089, 0.0760729219932277, 0.0748659535437017, 0.07343384224149557, 0.07197235081646894, 0.07246074889291514, 0.07232707836203747, 0.07131870987044799, 0.07186133105744112, 0.07012106270134986, 0.06996161782660999, 0.07015149281905578, 0.06983496007081624, 0.07010001974465611, 0.06925161625887896, 0.06874631956085428, 0.06956855090217548, 0.06988785389038893, 0.06921326392539986, 0.0693426763152217, 0.06886540306312544, 0.06785447590120204]","[0.059395220396774154, 0.06772264066551413, 0.057059646983231814, 0.05198580399155617, 0.04954193878386702, 0.053434316867164204, 0.048947958275675774, 0.05104035085865429, 0.04755161330103874, 0.05133518470185144, 0.05333374147968633, 0.05076198998306479, 0.04675272000687463, 0.04727208720786231, 0.04522951239986079, 0.05254762353641646, 0.04340672067233494, 0.04673357214778662, 0.048091264973793714, 0.049790537650031705, 0.0467379055917263, 0.049379871625985415, 0.05089945066720247, 0.046329426180039136, 0.04631436083997999, 0.04763197952083179, 0.04668184689113072, 0.047837969713977406, 0.04649573058954307, 0.048682188881295066]",0.04340672067233494,0.06785447590120204,17.0,,,,,,,,,,,,,/home/mkkuznetsov_1/image_editing/temp/skoltech/seq_models/project/_project/models/convlstm/output/95372937110979675233/config.pkl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8593118562943509,1.2654865980148315,0.8886386156082153,1.1249384880065918,0.37050510471579157,5.674380302429199,1.9725421667099,2.3820958137512207,0.1280961634093607,7.8799333572387695,2.367495059967041,2.807121992111206,0.40366492129552,5.374424457550049,1.87476646900177,2.3182804584503174,"[0.8593118562943509, 0.7288500100203383, 0.6267574680961805, 0.5422371429703038, 0.4477298191685729, 0.37050510471579157, 0.3082701994602751, 0.2602465951342322, 0.22507501896354887, 0.18966264309086067, 0.1586791264368238, 0.1280961634093607]",0.7585475860540343,1.0736186504364014,0.8229090571403503,1.0361557006835938,0.19704341813344695,3.786567449569702,1.6498545408248901,1.9459104537963867,0.0538858988017471,4.094723224639893,1.6839205026626587,2.0235421657562256,0.28181327867606076,3.2744507789611816,1.4860371351242065,1.809544324874878,"[0.7585475860540343, 0.5866703573843122, 0.47839902878414575, 0.3732250448097634, 0.26702730166351696, 0.19704341813344695, 0.15012806334629292, 0.12794701400877384, 0.12151263351040886, 0.12642322487374547, 0.09682405716371167, 0.0538858988017471]",0.8849759688771544,1.154331922531128,0.8524870872497559,1.074398398399353,0.3671732125318704,6.238249778747559,2.0651416778564453,2.4976489543914795,0.060276834047172434,8.787575721740723,2.4641225337982178,2.9643845558166504,0.4093364236275493,5.770946025848389,1.9055551290512085,2.4022793769836426,"[0.8849759688771544, 0.7809457043690646, 0.6874518671378754, 0.5912202831036281, 0.46655290760827894, 0.3671732125318704, 0.3010343215974973, 0.2492732873306882, 0.20622325778603434, 0.14712381236057248, 0.10169056982775404, 0.060276834047172434]",,,,,,,,,,,,,
reg,pdsi_CentralKZ,ConvLSTM2,0,30.0,4.0,0.001,1e-05,AdamW,MSELoss,16.0,12.0,1.0,24.0,"[(3, 3), (3, 3), (3, 3)]",3.0,True,False,1.0,12.0,43379366055058074688,1605.618848323822,"[0.1207452630116181, 0.11287499219179153, 0.10873533663424578, 0.10595383962446993, 0.10671035793017257, 0.10776426019993696, 0.10757800195027481, 0.10681857595389539, 0.10541036548939618, 0.10510959946973757, 0.10675728331235322, 0.10600507367740977, 0.10404880327934568, 0.10304612991484728, 0.10363481708548286, 0.10416790802370418, 0.10368743867359378, 0.10288546105677432, 0.10378276698968628, 0.10218707262115045, 0.10456407402049411, 0.10229724784466353, 0.10393328653140502, 0.10165163027969273, 0.1011656584048813, 0.1001725415953181, 0.09989267333664677, 0.0998112498020584, 0.10161116258664564, 0.09908347742801363]","[0.20419985800981522, 0.1747973295194762, 0.18428546083824976, 0.18782360638890946, 0.15652305207082204, 0.13306306355765887, 0.17633786691086634, 0.13456860503980092, 0.16625179669686727, 0.16228387717689788, 0.20917389009680068, 0.16342212579080037, 0.17588689284665243, 0.15477182503257478, 0.1275173814168998, 0.16010175538914545, 0.15561347880533763, 0.1436932629772595, 0.16558933151619776, 0.18448835611343384, 0.17132328237806047, 0.17857680363314493, 0.15266983743224824, 0.15903578592198236, 0.1675389472927366, 0.18267485180071422, 0.19121486161436355, 0.1668774794254984, 0.17600206498588836, 0.1636152650628771]",0.1275173814168998,0.09908347742801363,15.0,,,,,,,,,,,,,/home/mkkuznetsov_1/image_editing/temp/skoltech/seq_models/project/_project/models/convlstm/output/43379366055058074688/config.pkl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8232668162469075,1.1646244525909424,0.7771137952804565,1.0791776180267334,0.16871877787254497,5.480055332183838,1.8847256898880005,2.340951919555664,-0.013920653905015623,6.754020690917969,2.1908583641052246,2.5988497734069824,0.24524324542274045,4.9861016273498535,1.7622767686843872,2.2329580783843994,"[0.8232668162469075, 0.6525765977061811, 0.500161846720026, 0.3656567805799473, 0.25935557187564307, 0.16871877787254497, 0.10253246145898254, 0.055829940236654885, 0.02815249343908577, 0.009173573887262032, -0.004656812370601671, -0.013920653905015623]",0.8696182774836168,1.204272985458374,0.7813642621040344,1.0973937511444092,0.39019327744833365,6.180269241333008,2.0473241806030273,2.4860148429870605,0.05452312295230055,9.742026329040527,2.7312307357788086,3.1212220191955566,0.39157883802954807,6.193304061889648,2.019199848175049,2.4886350631713867,"[0.8696182774836168, 0.7459146989346499, 0.6252787325865965, 0.5414446217384146, 0.44552620992866454, 0.39019327744833365, 0.3322348278477967, 0.2704717893814418, 0.20557645594515495, 0.14934795934820078, 0.10247255668823474, 0.05452312295230055]",0.8315085867332077,1.1248188018798828,0.7730625867843628,1.0605747699737549,0.20555915133606273,5.363862037658691,1.8721147775650024,2.3160014152526855,-0.16239724709542425,8.115232467651367,2.4372763633728027,2.848724603652954,0.2172126601734381,5.326916217803955,1.8252029418945312,2.308011293411255,"[0.8315085867332077, 0.6855490266536463, 0.5534982296098061, 0.4273412931233975, 0.31148174672048345, 0.20555915133606273, 0.10968432113521187, 0.019301562097028713, -0.057349191300274605, -0.11171854254669245, -0.1447077953679763, -0.16239724709542425]",,,,,,,,,,,,,
multiclass,pdsi_Missouri,ConvLSTM,0,30.0,4.0,0.001,1e-05,AdamW,CrossEntropyLoss,16.0,12.0,1.0,24.0,"[(3, 3), (3, 3), (3, 3)]",3.0,True,False,3.0,12.0,40016855461221771879,887.9511189460754,"[1.0674116160418536, 0.9904936374844732, 0.9415559795525696, 0.9191000053474495, 0.9068669553275581, 0.9002844143558193, 0.9041994842323097, 0.8904674864030099, 0.8871109029194256, 0.8885443914044011, 0.8802354985529238, 0.8850651598191476, 0.8799480645506231, 0.8824482651444169, 0.8806818519626651, 0.877911287922043, 0.872740414765504, 0.8753037200317727, 0.8747434863099107, 0.8741301035021877, 0.8730872219747251, 0.8748688654856639, 0.8667554796279013, 0.8639755130888106, 0.8705280015060494, 0.8653044979851525, 0.8650615177712999, 0.8609629176758431, 0.8616706261763701, 0.8579842389166892]","[1.0501302480697632, 0.9701403634888786, 0.9749025191579547, 0.940845617226192, 0.980382672377995, 0.927473885672433, 0.9193417770521981, 0.9293223449162075, 0.9124586922781808, 0.9013479607445853, 0.9287041085106986, 0.9156237414905003, 0.8743233936173576, 0.8965638790811811, 0.9064570324761527, 0.8936708569526672, 0.9017335006168911, 0.8964497447013855, 0.901689350605011, 0.8866203682763236, 0.8734907763344901, 0.9059551358222961, 0.9148914473397392, 0.892104480947767, 0.8974433541297913, 0.8951687727655683, 0.8891810689653669, 0.89913409948349, 0.9195304938725063, 0.8795395748955863]",0.8734907763344901,0.8579842389166892,21.0,0.8429581522941589,0.5806339979171753,0.45456936955451965,0.8015312552452087,0.5371484160423279,0.5969980359077454,0.8629103899002075,0.6060190200805664,0.4327874183654785,0.5948491096496582,0.6015109419822693,0.6018012762069702,/home/mkkuznetsov_1/image_editing/temp/skoltech/seq_models/project/_project/models/convlstm/output/40016855461221771879/config.pkl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
